0	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	O/(rasij	o(rasij	orasij	o/(rasij	o(/rasij				O(/RASIS	O(/RASIS
0	1	N1T	GSM	9538	Αβδιου	αβδιου	αβδιου	Αβδιας	Abdiou	abdiou	abdiou	Abdiaj	Abdiaj			.	*ABDIOU	*ABDIAS
0	1	RD	APN	11	Τάδε	ταδε	ταδε	ὅδε	Ta/de	tade	tade	o/(de	o(/de				TA/DE	O(/DE
0	1	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
0	1	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
0	1	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
0	1	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo\j	qeoj	qeoj	qeo/j	qeo/j				QEO\S	QEO/S
0	1	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
0	1	N1A	DSF	13698	Ιδουμαίᾳ	ιδουμαια	ιδουμαια	Ἰδουμαία	Idoumai/a|	idoumaia	idoumaia	I)doumai/a	I)doumai/a				*IDOUMAI/A|	*IDOUMAI/A
0	1	N1	ASF	13570	Ἀκοὴν	ἀκοην	ακοην	ἀκοή	A)koh\n	a)kohn	akohn	a)koh/	a)koh/				A)KOH\N	A)KOH/
0	1	VAI	AAI1S	600705	ἤκουσα	ἠκουσα	ηκουσα	ἀκούω	h/)kousa	h)kousa	hkousa	a)kou/w	a)kou/w				H)/KOUSA	A)KOU/W
0	1	P		8	παρὰ	παρα	παρα	παρά	para\	para	para	para/	para/				PARA\	PARA/
0	1	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj			,	KURI/OU	KU/RIOS
0	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
0	1	N1	ASF	13570	περιοχὴν	περιοχην	περιοχην	περιοχή	perioxh\n	perioxhn	perioxhn	perioxh/	perioxh/				PERIOXH\N	PERIOXH/
0	1	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
0	1	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
0	1	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e/)qnh	e)qnh	eqnh	e/)qnoj	e)/qnoj				E)/QNH	E)/QNOS
0	1	VAI	AAI3S	633473	ἐξαπέστειλεν	ἐξαπεστειλεν	εξαπεστειλεν	ἐξαποστέλλω	e)cape/steilen	e)capesteilen	ecapesteilen	e)caposte/llw	e)caposte/llw				E)CAPE/STEILEN	STE/LLW          E)K   A)PO
0	1	VH	AAD2P	895681	Ἀνάστητε	ἀναστητε	αναστητε	ἀνίστημι	A)na/sthte	a)nasthte	anasthte	a)ni/sthmi	a)ni/sthmi				A)NA/STHTE	I(/STHMI         A)NA
0	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
0	1	VH	AAS1P	862977	ἐξαναστῶμεν	ἐξαναστωμεν	εξαναστωμεν	ἐξανίστημι	e)canastw~men	e)canastwmen	ecanastwmen	e)cani/sthmi	e)cani/sthmi				E)CANASTW=MEN	I(/STHMI         E)K   A)NA
0	1	P		8	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/	e)pi/				E)P'	E)PI/
0	1	RD	ASF	11	αὐτὴν	αὐτην	αυτην	αὐτός	au)th\n	au)thn	authn	au)to/j	au)to/j				AU)TH\N	AU)TO/S
0	1	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
0	1	N2	ASM	9474	πόλεμον	πολεμον	πολεμον	πόλεμος	po/lemon	polemon	polemon	po/lemoj	po/lemoj			.	PO/LEMON	PO/LEMOS
0	2	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou\	i)dou	idou	i)dou/	i)dou/				I)DOU\	I)DOU/
0	2	A1	ASM	9475	ὀλιγοστὸν	ὀλιγοστον	ολιγοστον	ὀλιγοστός	o)ligosto\n	o)ligoston	oligoston	o)ligosto/j	o)ligosto/j				O)LIGOSTO\N	O)LIGOSTO/S
0	2	VX	XAI1S	601217	δέδωκά	δεδωκα	δεδωκα	δίδωμι	de/dwka/	dedwka	dedwka	di/dwmi	di/dwmi				DE/DWKA/	DI/DWMI
0	2	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
0	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
0	2	RA	DPN	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
0	2	N3E	DPN	18306	ἔθνεσιν	ἐθνεσιν	εθνεσιν	ἔθνος	e/)qnesin	e)qnesin	eqnesin	e/)qnoj	e)/qnoj			,	E)/QNESIN	E)/QNOS
0	2	VM	XPPNSM	4804033	ἠτιμωμένος	ἠτιμωμενος	ητιμωμενος	ἀτιμόω	h)timwme/noj	h)timwmenoj	htimwmenoj	a)timo/w	a)timo/w				H)TIMWME/NOS	A)TIMO/W
0	2	RP	NS	13	σὺ	συ	συ	σύ	su\	su	su	su/	su/				SU\	SU/
0	2	V9	PAI2S	631937	εἶ	εἰ	ει	εἰμί	ei~)	ei)	ei	ei)mi/	ei)mi/				EI)=	EI)MI/
0	2	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra	sfodra	sfodra	sfo/dra	sfo/dra			.	SFO/DRA	SFO/DRA
0	3	N1A	NSF	13442	ὑπερηφανία	ὑπερηφανια	υπερηφανια	ὑπερηφανία	u(perhfani/a	u(perhfania	uperhfania	u(perhfani/a	u(perhfani/a				U(PERHFANI/A	U(PERHFANI/A
0	3	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
0	3	N1A	GSF	13634	καρδίας	καρδιας	καρδιας	καρδία	kardi/aj	kardiaj	kardiaj	kardi/a	kardi/a				KARDI/AS	KARDI/A
0	3	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
0	3	VAI	AAI3S	633473	ἐπῆρέν	ἐπηρεν	επηρεν	ἐπαίρω	e)ph~re/n	e)phren	ephren	e)pai/rw	e)pai/rw				E)PH=RE/N	AI)/RW           E)PI
0	3	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
0	3	V4	PAPASM	4859329	κατασκηνοῦντα	κατασκηνουντα	κατασκηνουντα	κατασκηνόω	kataskhnou~nta	kataskhnounta	kataskhnounta	kataskhno/w	kataskhno/w				KATASKHNOU=NTA	SKHNO/W          KATA
0	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
0	3	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
0	3	N1	DPF	14210	ὀπαῖς	ὀπαις	οπαις	ὀπή	o)pai~j	o)paij	opaij	o)ph/	o)ph/				O)PAI=S	O)PH/
0	3	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
0	3	N2	GPM	10050	πετρῶν	πετρων	πετρων	πέτρος	petrw~n	petrwn	petrwn	pe/troj	pe/troj			,	PETRW=N	PE/TROS
0	3	N3E	GPN	18242	ὑψῶν	ὑψων	υψων	ὕψος	u(yw~n	u(ywn	uywn	u/(yoj	u(/yoj				U(YW=N	U(/YOS
0	3	N1A	ASF	13570	κατοικίαν	κατοικιαν	κατοικιαν	κατοικία	katoiki/an	katoikian	katoikian	katoiki/a	katoiki/a				KATOIKI/AN	KATOIKI/A
0	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
0	3	V1	PAPNSM	4793793	λέγων	λεγων	λεγων	λέγω	le/gwn	legwn	legwn	le/gw	le/gw				LE/GWN	LE/GW
0	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
0	3	N1A	DSF	13698	καρδίᾳ	καρδια	καρδια	καρδία	kardi/a|	kardia	kardia	kardi/a	kardi/a				KARDI/A|	KARDI/A
0	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
0	3	RI	NSM	12	Τίς	τις	τις	τίς	Ti/j	tij	tij	ti/j	ti/j				TI/S	TI/S
0	3	RP	AS	13	με	με	με	μέ	me	me	me	me/	me/				ME	E)GW/
0	3	VF	FAI3S	632961	κατάξει	καταξει	καταξει	κατάγω	kata/cei	katacei	katacei	kata/gw	kata/gw				KATA/CEI	A)/GW            KATA
0	3	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
0	3	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
0	3	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=			;	GH=N	GH=
0	4	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
0	4	VS	APS2S	641793	μετεωρισθῇς	μετεωρισθης	μετεωρισθης	μετεωρίζω	metewrisqh~|j	metewrisqhj	metewrisqhj	metewri/zw	metewri/zw				METEWRISQH=|S	METEWRI/ZW
0	4	C		4	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
0	4	N2	NSM	9346	ἀετὸς	ἀετος	αετος	ἀετός	a)eto\j	a)etoj	aetoj	a)eto/j	a)eto/j				A)ETO\S	A)ETO/S
0	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
0	4	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
0	4	P		8	ἀνὰ	ἀνα	ανα	ἀνά	a)na\	a)na	ana	a)na/	a)na/				A)NA\	A)NA/
0	4	A1	ASN	17667	μέσον	μεσον	μεσον	μέσος	me/son	meson	meson	me/soj	me/soj				ME/SON	ME/SOS
0	4	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
0	4	N2N	GPN	18242	ἄστρων	ἀστρων	αστρων	ἄστρον	a/)strwn	a)strwn	astrwn	a/)stron	a)/stron				A)/STRWN	A)/STRON
0	4	VE	AAS2S	633601	θῇς	θης	θης	τίθημι	qh~|j	qhj	qhj	ti/qhmi	ti/qhmi				QH=|S	TI/QHMI
0	4	N1A	ASF	13570	νοσσιάν	νοσσιαν	νοσσιαν	νοσσιά	nossia/n	nossian	nossian	nossia/	nossia/				NOSSIA/N	NOSSIA/
0	4	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			,	SOU	SU/
0	4	D		9	ἐκεῖθεν	ἐκειθεν	εκειθεν	ἐκεῖθεν	e)kei~qen	e)keiqen	ekeiqen	e)kei~qen	e)kei=qen				E)KEI=QEN	E)KEI=QEN
0	4	VF	FAI1S	600193	κατάξω	καταξω	καταξω	κατάγω	kata/cw	katacw	katacw	kata/gw	kata/gw				KATA/CW	A)/GW            KATA
0	4	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/			,	SE	SU/
0	4	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
0	4	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			.	KU/RIOS	KU/RIOS
0	5	C		4	εἰ	εἰ	ει	εἰ	ei)	ei)	ei	ei)	ei)				EI)	EI)
0	5	N1M	NPM	9858	κλέπται	κλεπται	κλεπται	κλέπτης	kle/ptai	kleptai	kleptai	kle/pthj	kle/pthj				KLE/PTAI	KLE/PTHS
0	5	VBI	AAI3P	895617	εἰσῆλθον	εἰσηλθον	εισηλθον	εἰσέρχομαι	ei)sh~lqon	ei)shlqon	eishlqon	ei)se/rxomai	ei)se/rxomai				EI)SH=LQON	E)/RXOMAI        EI)S
0	5	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
0	5	RP	AS	13	σὲ	σε	σε	σέ	se\	se	se	se/	se/				SE\	SU/
0	5	C		4	ἢ	ἠ	η	ἤ	h\)	h)	h	h/)	h)/				H)\	H)/
0	5	N1M	NPM	9858	λῃσταὶ	λησται	λησται	λῃστής	lh|stai\	lhstai	lhstai	lh|sth/j	lh|sth/j				LH|STAI\	LH|STH/S
0	5	N3	GSF	13634	νυκτός	νυκτος	νυκτος	νύξ	nukto/j	nuktoj	nuktoj	nu/c	nu/c			,	NUKTO/S	NU/C
0	5	D		9	ποῦ	που	που	ποῦ	pou~	pou	pou	pou~	pou=				POU=	POU=
0	5	X		5	ἂν	ἀν	αν	ἄν	a\)n	a)n	an	a/)n	a)/n				A)\N	A)/N
0	5	VVI	API2S	641665	ἀπερρίφης	ἀπερριφης	απερριφης	ἀπορρίπτω	a)perri/fhj	a)perrifhj	aperrifhj	a)porri/ptw	a)porri/ptw			;	A)PERRI/FHS	R(I/PTW          A)PO
0	5	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
