1	1	N3M	NSN	17538	Λῆμμα	λημμα	λημμα	λῆμμα	Lh~mma	lhmma	lhmma	lh~mma	lh=mma				LH=MMA	LH=MMA
1	1	N2	GSM	9538	λόγου	λογου	λογου	λόγος	lo/gou	logou	logou	lo/goj	lo/goj				LO/GOU	LO/GOS
1	1	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj				KURI/OU	KU/RIOS
1	1	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	1	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	1	N	ASM	9474	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	1	N3	DSF	13698	χειρὶ	χειρι	χειρι	χείρ	xeiri\	xeiri	xeiri	xei/r	xei/r				XEIRI\	XEI/R
1	1	N2	GSM	9538	ἀγγέλου	ἀγγελου	αγγελου	ἄγγελος	a)gge/lou	a)ggelou	aggelou	a/)ggeloj	a)/ggeloj				A)GGE/LOU	A)/GGELOS
1	1	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			·	AU)TOU=	AU)TO/S
1	1	VE	AMD2P	899777	θέσθε	θεσθε	θεσθε	τίθημι	qe/sqe	qesqe	qesqe	ti/qhmi	ti/qhmi				QE/SQE	TI/QHMI
1	1	X		5	δὴ	δη	δη	δή	dh\	dh	dh	dh/	dh/				DH\	DH/
1	1	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	1	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	1	N1A	APF	14082	καρδίας	καρδιας	καρδιας	καρδία	kardi/aj	kardiaj	kardiaj	kardi/a	kardi/a				KARDI/AS	KARDI/A
1	1	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			.	U(MW=N	SU/
1	2	VAI	AAI1S	600705	Ἠγάπησα	ἠγαπησα	ηγαπησα	ἀγαπάω	H)ga/phsa	h)gaphsa	hgaphsa	a)gapa/w	a)gapa/w				H)GA/PHSA	A)GAPA/W
1	2	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma~j	u(maj	umaj	u(ma~j	u(ma=j			,	U(MA=S	SU/
1	2	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			.	KU/RIOS	KU/RIOS
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	ei/)pate	ei)pate	eipate	e/)pw	e)/pw				EI)/PATE	EI)=PON
1	2	P		8	Ἐν	ἐν	εν	ἐν	E)n	e)n	en	e)n	e)n				E)N	E)N
1	2	RI	DSN	12	τίνι	τινι	τινι	τίς	ti/ni	tini	tini	ti/j	ti/j				TI/NI	TI/S
1	2	VAI	AAI2S	633473	ἠγάπησας	ἠγαπησας	ηγαπησας	ἀγαπάω	h)ga/phsaj	h)gaphsaj	hgaphsaj	a)gapa/w	a)gapa/w				H)GA/PHSAS	A)GAPA/W
1	2	RP	AP	13	ἡμᾶς	ἡμας	ημας	ἡμᾶς	h(ma~j	h(maj	hmaj	h(ma~j	h(ma=j			;	H(MA=S	E)GW/
1	2	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	2	N2	NSM	9346	ἀδελφὸς	ἀδελφος	αδελφος	ἀδελφός	a)delfo\j	a)delfoj	adelfoj	a)delfo/j	a)delfo/j				A)DELFO\S	A)DELFO/S
1	2	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/	ei)mi/				H)=N	EI)MI/
1	2	N	NSM	9346	Ησαυ	ησαυ	ησαυ	Ἠσαῦ	Hsau	hsau	hsau	H)sau~	H)sau=				*HSAU	*HSAU
1	2	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	2	N	GSM	9538	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	Iakwb	iakwb	iakwb	I)akw/b	I)akw/b			;	*IAKWB	*I)AKW/B
1	2	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			·	KU/RIOS	KU/RIOS
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	VAI	AAI1S	600705	ἠγάπησα	ἠγαπησα	ηγαπησα	ἀγαπάω	h)ga/phsa	h)gaphsa	hgaphsa	a)gapa/w	a)gapa/w				H)GA/PHSA	A)GAPA/W
1	2	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	2	N	ASM	9474	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	Iakwb	iakwb	iakwb	I)akw/b	I)akw/b			,	*IAKWB	*I)AKW/B
1	3	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	3	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	3	N	ASM	9474	Ησαυ	ησαυ	ησαυ	Ἠσαῦ	Hsau	hsau	hsau	H)sau~	H)sau=				*HSAU	*HSAU
1	3	VAI	AAI1S	600705	ἐμίσησα	ἐμισησα	εμισησα	μισέω	e)mi/shsa	e)mishsa	emishsa	mise/w	mise/w				E)MI/SHSA	MISE/W
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	VAI	AAI1S	600705	ἔταξα	ἐταξα	εταξα	τάσσω	e/)taca	e)taca	etaca	ta/ssw	ta/ssw				E)/TACA	TA/SSW
1	3	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	3	N2N	APN	18178	ὅρια	ὁρια	ορια	ὅριον	o/(ria	o(ria	oria	o/(rion	o(/rion				O(/RIA	O(/RION
1	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	3	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	3	N2	ASM	9474	ἀφανισμὸν	ἀφανισμον	αφανισμον	ἀφανισμός	a)fanismo\n	a)fanismon	afanismon	a)fanismo/j	a)fanismo/j				A)FANISMO\N	A)FANISMO/S
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	3	N1A	ASF	13570	κληρονομίαν	κληρονομιαν	κληρονομιαν	κληρονομία	klhronomi/an	klhronomian	klhronomian	klhronomi/a	klhronomi/a				KLHRONOMI/AN	KLHRONOMI/A
1	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	3	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	3	N3M	APN	18178	δόματα	δοματα	δοματα	δόμα	do/mata	domata	domata	do/ma	do/ma				DO/MATA	DO/MA
1	3	N2	GSF	13634	ἐρήμου	ἐρημου	ερημου	ἔρημος	e)rh/mou	e)rhmou	erhmou	e/)rhmoj	e)/rhmoj			.	E)RH/MOU	E)/RHMOS
1	4	C		4	διότι	διοτι	διοτι	διότι	dio/ti	dioti	dioti	dio/ti	dio/ti				DIO/TI	DIO/TI
1	4	VF2	FAI3S	632961	ἐρεῖ	ἐρει	ερει	ἐρέω	e)rei~	e)rei	erei	e)re/w	e)re/w				E)REI=	EI)=PON
1	4	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	4	N1A	NSF	13442	Ιδουμαία	ιδουμαια	ιδουμαια	Ἰδουμαία	Idoumai/a	idoumaia	idoumaia	I)doumai/a	I)doumai/a				*IDOUMAI/A	*IDOUMAI/A
1	4	VMI	XPI3S	642177	Κατέστραπται	κατεστραπται	κατεστραπται	καταστρέφω	Kate/straptai	katestraptai	katestraptai	katastre/fw	katastre/fw			,	KATE/STRAPTAI	STRE/FW          KATA
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	VA	AAS1P	862977	ἐπιστρέψωμεν	ἐπιστρεψωμεν	επιστρεψωμεν	ἐπιστρέφω	e)pistre/ywmen	e)pistreywmen	epistreywmen	e)pistre/fw	e)pistre/fw				E)PISTRE/YWMEN	STRE/FW          E)PI
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	VF	FAI1P	862337	ἀνοικοδομήσωμεν	ἀνοικοδομησωμεν	ανοικοδομησωμεν	ἀνοικοδομέω	a)noikodomh/swmen	a)noikodomhswmen	anoikodomhswmen	a)noikodome/w	a)noikodome/w				A)NOIKODOMH/SWMEN	OI)KODOME/W      A)NA
1	4	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	4	N2	APF	14082	ἐρήμους	ἐρημους	ερημους	ἔρημος	e)rh/mouj	e)rhmouj	erhmouj	e/)rhmoj	e)/rhmoj			·	E)RH/MOUS	E)/RHMOS
1	4	RD	APN	11	τάδε	ταδε	ταδε	ὅδε	ta/de	tade	tade	o/(de	o(/de				TA/DE	O(/DE
1	4	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	4	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	4	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr	pantokratwr	pantokratwr	pantokra/twr	pantokra/twr				PANTOKRA/TWR	PANTOKRA/TWR
1	4	RD	NPM	11	Αὐτοὶ	αὐτοι	αυτοι	αὐτός	Au)toi\	au)toi	autoi	au)to/j	au)to/j				AU)TOI\	AU)TO/S
1	4	VF	FAI3P	895105	οἰκοδομήσουσιν	οἰκοδομησουσιν	οικοδομησουσιν	οἰκοδομέω	oi)kodomh/sousin	oi)kodomhsousin	oikodomhsousin	oi)kodome/w	oi)kodome/w			,	OI)KODOMH/SOUSIN	OI)KODOME/W
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw\	e)gw	egw	e)gw/	e)gw/				E)GW\	E)GW/
1	4	VF	FAI1S	600193	καταστρέψω	καταστρεψω	καταστρεψω	καταστρέφω	katastre/yw	katastreyw	katastreyw	katastre/fw	katastre/fw			·	KATASTRE/YW	STRE/FW          KATA
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	VC	FPI3S	641153	ἐπικληθήσεται	ἐπικληθησεται	επικληθησεται	ἐπικαλέω	e)piklhqh/setai	e)piklhqhsetai	epiklhqhsetai	e)pikale/w	e)pikale/w				E)PIKLHQH/SETAI	KALE/W           E)PI
1	4	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j	au)to/j				AU)TOI=S	AU)TO/S
1	4	N2N	APN	18178	ὅρια	ὁρια	ορια	ὅριον	o/(ria	o(ria	oria	o/(rion	o(/rion				O(/RIA	O(/RIOS
1	4	N1A	GSF	13634	ἀνομίας	ἀνομιας	ανομιας	ἀνομία	a)nomi/aj	a)nomiaj	anomiaj	a)nomi/a	a)nomi/a				A)NOMI/AS	A)NOMI/A
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
