1	1	N2	NSF	13442	Βίβλος	βιβλος	βιβλος	βίβλος	Bi/bloj	bibloj	bibloj	bi/bloj	bi/bloj				BI/BLOS	BI/BLOS
1	1	N2	GPM	10050	λόγων	λογων	λογων	λόγος	lo/gwn	logwn	logwn	lo/goj	lo/goj				LO/GWN	LO/GOS
1	1	N	GSM	9538	Τωβιτ	τωβιτ	τωβιτ	Τωβιτ	Twbit	twbit	twbit	Twbit	Twbit				*TWBIT	*TWBIT
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Τωβιηλ	τωβιηλ	τωβιηλ	Τωβιηλ	Twbihl	twbihl	twbihl	Twbihl	Twbihl				*TWBIHL	*TWBIHL
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Ανανιηλ	ανανιηλ	ανανιηλ	Ἁνανιηλ	Ananihl	ananihl	ananihl	A(nanihl	A(nanihl				*ANANIHL	*A(NANIHL
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Αδουηλ	αδουηλ	αδουηλ	Ἀδουηλ	Adouhl	adouhl	adouhl	A)douhl	A)douhl				*ADOUHL	*A)DOUHL
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Γαβαηλ	γαβαηλ	γαβαηλ	Γαβαήλ	Gabahl	gabahl	gabahl	Gabah/l	Gabah/l				*GABAHL	*GABAHL
1	1	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	1	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N3M	GSN	17730	σπέρματος	σπερματος	σπερματος	σπέρμα	spe/rmatoj	spermatoj	spermatoj	spe/rma	spe/rma				SPE/RMATOS	SPE/RMA
1	1	N	GSM	9538	Ασιηλ	ασιηλ	ασιηλ	Ἀσιηλ	Asihl	asihl	asihl	A)sihl	A)sihl				*ASIHL	*A)SIHL
1	1	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	1	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	1	N1	GSF	13634	φυλῆς	φυλης	φυλης	φυλή	fulh~j	fulhj	fulhj	fulh/	fulh/				FULH=S	FULH/
1	1	N	GSF	13634	Νεφθαλιμ	νεφθαλιμ	νεφθαλιμ	Νεφθαλείμ	Nefqalim	nefqalim	nefqalim	Nefqalei/m	Nefqalei/m			,	*NEFQALIM	*NEFQALIM
1	2	RR	NSM	14	ὃς	ὁς	ος	ὅς	o\(j	o(j	oj	o/(j	o(/j				O(\S	O(/S
1	2	VCI	API3S	641665	ᾐχμαλωτεύθη	ἠχμαλωτευθη	ηχμαλωτευθη	αἰχμαλωτεύω	h)|xmalwteu/qh	h)xmalwteuqh	hxmalwteuqh	ai)xmalwteu/w	ai)xmalwteu/w				H)|XMALWTEU/QH	AI)XMALWTEU/W
1	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	2	N1A	DPF	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/raij	h(meraij	hmeraij	h(me/ra	h(me/ra				H(ME/RAIS	H(ME/RA
1	2	N2	GSM	9538	Ενεμεσσαρου	ενεμεσσαρου	ενεμεσσαρου	Ἐνεμέσσαρος	Enemessarou	enemessarou	enemessarou	E)neme/ssaroj	E)neme/ssaroj				*ENEMESSAROU	*E)NEME/SSAROS
1	2	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	2	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basile/wj	basilewj	basilewj	basileu/j	basileu/j				BASILE/WS	BASILEU/S
1	2	N2	GPM	10050	Ἀσσυρίων	ἀσσυριων	ασσυριων	Ἀσσύριος	A)ssuri/wn	a)ssuriwn	assuriwn	A)ssu/rioj	A)ssu/rioj				*A)SSURI/WN	*A)SSU/RIOS
1	2	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	2	N1	GSF	13634	Θισβης	θισβης	θισβης	Θίσβη	Qisbhj	qisbhj	qisbhj	Qi/sbh	Qi/sbh			,	*QISBHS	*QI/SBH
1	2	RR	NSF	14	ἥ	ἡ	η	ὅς	h/(	h(	h	o/(j	o(/j				H(/	O(/S
1	2	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/	ei)mi/				E)STIN	EI)MI/
1	2	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	2	A1A	GPN	18243	δεξιῶν	δεξιων	δεξιων	δεξιός	deciw~n	deciwn	deciwn	decio/j	decio/j				DECIW=N	DECIO/S
1	2	N	GS	5442	Κυδιως	κυδιως	κυδιως	Κυδιως	Kudiwj	kudiwj	kudiwj	Kudiwj	Kudiwj				*KUDIWS	*KUDIWS
1	2	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	2	N	GSF	13634	Νεφθαλιμ	νεφθαλιμ	νεφθαλιμ	Νεφθαλείμ	Nefqalim	nefqalim	nefqalim	Nefqalei/m	Nefqalei/m				*NEFQALIM	*NEFQALIM
1	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	2	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
1	2	N1A	DSF	13698	Γαλιλαίᾳ	γαλιλαια	γαλιλαια	Γαλιλαία	Galilai/a|	galilaia	galilaia	Galilai/a	Galilai/a				*GALILAI/A|	*GALILAI/A
1	2	P		8	ὑπεράνω	ὑπερανω	υπερανω	ὑπεράνω	u(pera/nw	u(peranw	uperanw	u(pera/nw	u(pera/nw				U(PERA/NW	U(PERA/NW
1	2	N	GSM	9538	Ασηρ	ασηρ	ασηρ	Ἀσήρ	Ashr	ashr	ashr	A)sh/r	A)sh/r			.	*ASHR	*ASHR
1	3	RP	NS	13	Ἐγὼ	ἐγω	εγω	ἐγώ	E)gw\	e)gw	egw	e)gw/	e)gw/				E)GW\	E)GW/
1	3	N	NSM	9346	Τωβιτ	τωβιτ	τωβιτ	Τωβιτ	Twbit	twbit	twbit	Twbit	Twbit				*TWBIT	*TWBIT
1	3	N2	DPF	14210	ὁδοῖς	ὁδοις	οδοις	ὁδός	o(doi~j	o(doij	odoij	o(do/j	o(do/j				O(DOI=S	O(DO/S
1	3	N1A	GSF	13634	ἀληθείας	ἀληθειας	αληθειας	ἀλήθεια	a)lhqei/aj	a)lhqeiaj	alhqeiaj	a)lh/qeia	a)lh/qeia				A)LHQEI/AS	A)LH/QEIA
1	3	V1I	IMI1S	603777	ἐπορευόμην	ἐπορευομην	επορευομην	πορεύομαι	e)poreuo/mhn	e)poreuomhn	eporeuomhn	poreu/omai	poreu/omai				E)POREUO/MHN	POREU/OMAI
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη	dikaiosu/nhj	dikaiosunhj	dikaiosunhj	dikaiosu/nh	dikaiosu/nh				DIKAIOSU/NHS	DIKAIOSU/NH
1	3	A1S	APF	14083	πάσας	πασας	πασας	πᾶς	pa/saj	pasaj	pasaj	pa~j	pa=j				PA/SAS	PA=S
1	3	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	3	N1A	APF	14082	ἡμέρας	ἡμερας	ημερας	ἡμέρα	h(me/raj	h(meraj	hmeraj	h(me/ra	h(me/ra				H(ME/RAS	H(ME/RA
1	3	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	3	N1	GSF	13634	ζωῆς	ζωης	ζωης	ζωή	zwh~j	zwhj	zwhj	zwh/	zwh/				ZWH=S	ZWH/
1	3	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	N1	APF	14082	ἐλεημοσύνας	ἐλεημοσυνας	ελεημοσυνας	ἐλεημοσύνη	e)lehmosu/naj	e)lehmosunaj	elehmosunaj	e)lehmosu/nh	e)lehmosu/nh				E)LEHMOSU/NAS	E)LEHMOSU/NH
1	3	A1	APF	14083	πολλὰς	πολλας	πολλας	πολύς	polla\j	pollaj	pollaj	polu/j	polu/j				POLLA\S	POLU/S
1	3	VAI	AAI1S	600705	ἐποίησα	ἐποιησα	εποιησα	ποιέω	e)poi/hsa	e)poihsa	epoihsa	poie/w	poie/w				E)POI/HSA	POIE/W
1	3	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	3	N2	DPM	10114	ἀδελφοῖς	ἀδελφοις	αδελφοις	ἀδελφός	a)delfoi~j	a)delfoij	adelfoij	a)delfo/j	a)delfo/j				A)DELFOI=S	A)DELFO/S
1	3	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	RA	DSN	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
1	3	N3E	DSN	17794	ἔθνει	ἐθνει	εθνει	ἔθνος	e/)qnei	e)qnei	eqnei	e/)qnoj	e)/qnoj				E)/QNEI	E)/QNOS
1	3	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	3	VC	APPDPM	5196737	συμπορευθεῖσιν	συμπορευθεισιν	συμπορευθεισιν	συμπορεύομαι	sumporeuqei~sin	sumporeuqeisin	sumporeuqeisin	sumporeu/omai	sumporeu/omai				SUMPOREUQEI=SIN	POREU/OMAI       SUN
1	3	P		8	μετ	μετ	μετ	μετά	met	met	met	meta/	meta/				MET'	META/
1	3	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ	e)mou~	e)mou	emou	e)mou~	e)mou=				E)MOU=	E)GW/
1	3	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	3	N1A	ASF	13570	χώραν	χωραν	χωραν	χώρα	xw/ran	xwran	xwran	xw/ra	xw/ra				XW/RAN	XW/RA
1	3	N2	GPM	10050	Ἀσσυρίων	ἀσσυριων	ασσυριων	Ἀσσύριος	A)ssuri/wn	a)ssuriwn	assuriwn	A)ssu/rioj	A)ssu/rioj				*A)SSURI/WN	*A)SSU/RIOS
1	3	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	3	N	ASF	13570	Νινευη	νινευη	νινευη	Νινευΐ	Nineuh	nineuh	nineuh	Nineui/:	Nineui/:			.	*NINEUH	*NINEUH
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	D		9	ὅτε	ὁτε	οτε	ὅτε	o/(te	o(te	ote	o/(te	o(/te				O(/TE	O(/TE
1	4	A1	ASF	13571	ἤμην	ἠμην	ημην	ἐμός	h/)mhn	h)mhn	hmhn	e)mo/j	e)mo/j				H)/MHN	E)MO/S
1	4	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	4	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
1	4	N1A	DSF	13698	χώρᾳ	χωρα	χωρα	χώρα	xw/ra|	xwra	xwra	xw/ra	xw/ra				XW/RA|	XW/RA
1	4	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	4	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	4	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
1	4	N1	DSF	13698	γῇ	γη	γη	γῆ	gh~|	gh	gh	gh~	gh=				GH=|	GH=
1	4	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l			,	*ISRAHL	*I)SRAH/L
1	4	A1A	GSMC	42307	νεωτέρου	νεωτερου	νεωτερου	νέος	newte/rou	newterou	newterou	ne/oj	ne/oj				NEWTE/ROU	NE/OS
1	4	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	4	V9	PAPGSM	4892097	ὄντος	ὀντος	οντος	εἰμί	o/)ntoj	o)ntoj	ontoj	ei)mi/	ei)mi/			,	O)/NTOS	EI)MI/
1	4	A1S	NSF	13443	πᾶσα	πασα	πασα	πᾶς	pa~sa	pasa	pasa	pa~j	pa=j				PA=SA	PA=S
