1	1	RD	NPM	11	Οὗτοι	οὑτοι	ουτοι	οὗτος	Ou~(toi	ou(toi	outoi	ou~(toj	ou(=toj				OU(=TOI	OU(=TOS
1	1	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	1	N2	NPM	9858	λόγοι	λογοι	λογοι	λόγος	lo/goi	logoi	logoi	lo/goj	lo/goj			,	LO/GOI	LO/GOS
1	1	RR	APM	14	οὓς	οὑς	ους	ὅς	ou\(j	ou(j	ouj	o/(j	o(/j				OU(\S	O(/S
1	1	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω	e)la/lhsen	e)lalhsen	elalhsen	lale/w	lale/w				E)LA/LHSEN	LALE/W
1	1	N1M	NSM	9346	Μωϋσῆς	μωϋσης	μωυσης	Μωσεύς	Mwu:sh~j	mwu:shj	mwushj	Mwseu/j	Mwseu/j				*MWUSH=S	*MWUSH=S
1	1	A3	DSM	9603	παντὶ	παντι	παντι	πᾶς	panti\	panti	panti	pa~j	pa=j				PANTI\	PA=S
1	1	N	DSM	9602	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
1	1	D		9	πέραν	περαν	περαν	πέραν	pe/ran	peran	peran	pe/ran	pe/ran				PE/RAN	PE/RAN
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N1M	GSM	9538	Ιορδάνου	ιορδανου	ιορδανου	Ἰορδάνης	Iorda/nou	iordanou	iordanou	I)orda/nhj	I)orda/nhj				*IORDA/NOU	*I)ORDA/NHS
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	1	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
1	1	N2	DSF	13698	ἐρήμῳ	ἐρημω	ερημω	ἔρημος	e)rh/mw|	e)rhmw	erhmw	e/)rhmoj	e)/rhmoj				E)RH/MW|	E)/RHMOS
1	1	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	1	N1	DPF	14210	δυσμαῖς	δυσμαις	δυσμαις	δυσμή	dusmai~j	dusmaij	dusmaij	dusmh/	dusmh/				DUSMAI=S	DUSMH/
1	1	D		9	πλησίον	πλησιον	πλησιον	πλησίον	plhsi/on	plhsion	plhsion	plhsi/on	plhsi/on				PLHSI/ON	PLHSI/ON
1	1	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	1	A1A	GSF	13635	ἐρυθρᾶς	ἐρυθρας	ερυθρας	ἐρυθρός	e)ruqra~j	e)ruqraj	eruqraj	e)ruqro/j	e)ruqro/j				E)RUQRA=S	E)RUQRO/S
1	1	P		8	ἀνὰ	ἀνα	ανα	ἀνά	a)na\	a)na	ana	a)na/	a)na/				A)NA\	A)NA/
1	1	A1	ASM	9475	μέσον	μεσον	μεσον	μέσος	me/son	meson	meson	me/soj	me/soj				ME/SON	ME/SOS
1	1	N	GS	5442	Φαραν	φαραν	φαραν	Φαραν	Faran	faran	faran	Faran	Faran			,	*FARAN	*FARAN
1	1	N	GS	5442	Τοφολ	τοφολ	τοφολ	Τοφολ	Tofol	tofol	tofol	Tofol	Tofol				*TOFOL	*TOFOL
1	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	1	N	GS	5442	Λοβον	λοβον	λοβον	Λοβον	Lobon	lobon	lobon	Lobon	Lobon				*LOBON	*LOBON
1	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	1	N	GS	5442	Αυλων	αυλων	αυλων	Αυλων	Aulwn	aulwn	aulwn	Aulwn	Aulwn				*AULWN	*AULWN
1	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	1	N		4674	Καταχρύσεα	καταχρυσεα	καταχρυσεα	καταχρύσεα	Kataxru/sea	kataxrusea	kataxrusea	kataxru/sea	kataxru/sea			·	KATAXRU/SEA	KATAXRU/SEA
1	2	M		7	ἕνδεκα	ἑνδεκα	ενδεκα	ἕνδεκα	e/(ndeka	e(ndeka	endeka	e/(ndeka	e(/ndeka				E(/NDEKA	E(/NDEKA
1	2	N1A	GPF	14146	ἡμερῶν	ἡμερων	ημερων	ἡμέρα	h(merw~n	h(merwn	hmerwn	h(me/ra	h(me/ra				H(MERW=N	H(ME/RA
1	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	2	N	DSF	13698	Χωρηβ	χωρηβ	χωρηβ	Χωρηβ	Xwrhb	xwrhb	xwrhb	Xwrhb	Xwrhb				*XWRHB	*XWRHB
1	2	N2	NSF	13442	ὁδὸς	ὁδος	οδος	ὁδός	o(do\j	o(doj	odoj	o(do/j	o(do/j				O(DO\S	O(DO/S
1	2	P		8	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/	e)pi/				E)P'	E)PI/
1	2	N3E	ASN	17666	ὄρος	ὀρος	ορος	ὄρος	o/)roj	o)roj	oroj	o/)roj	o)/roj				O)/ROS	O)/ROS
1	2	N	GSN	17730	Σηιρ	σηιρ	σηιρ	Σηιρ	Shir	shir	shir	Shir	Shir				*SHIR	*SHIR
1	2	P		8	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj	e(/wj				E(/WS	E(/WS
1	2	N	GS	5442	Καδης	καδης	καδης	Καδης	Kadhj	kadhj	kadhj	Kadhj	Kadhj				*KADHS	*KADHS
1	2	N	GS	5442	Βαρνη	βαρνη	βαρνη	Βαρνη	Barnh	barnh	barnh	Barnh	Barnh			.	*BARNH	*BARNH
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	VCI	API3S	641665	ἐγενήθη	ἐγενηθη	εγενηθη	γίνομαι	e)genh/qh	e)genhqh	egenhqh	gi/nomai	gi/nomai				E)GENH/QH	GI/GNOMAI
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	RA	DSN	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
1	3	A1	DSN	17795	τεσσαρακοστῷ	τεσσαρακοστω	τεσσαρακοστω	τεσσαρακοστός	tessarakostw~|	tessarakostw	tessarakostw	tessarakosto/j	tessarakosto/j				TESSARAKOSTW=|	TESSARAKOSTO/S
1	3	N3E	DSN	17794	ἔτει	ἐτει	ετει	ἔτος	e/)tei	e)tei	etei	e/)toj	e)/toj				E)/TEI	E)/TOS
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	RA	DSM	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
1	3	A1	DSM	9603	ἑνδεκάτῳ	ἑνδεκατω	ενδεκατω	ἑνδέκατος	e(ndeka/tw|	e(ndekatw	endekatw	e(nde/katoj	e(nde/katoj				E(NDEKA/TW|	E(NDE/KATOS
1	3	N3	DSM	9602	μηνὶ	μηνι	μηνι	μήν	mhni\	mhni	mhni	mh/n	mh/n				MHNI\	MH/N
1	3	A1A	DSF	13699	μιᾷ	μια	μια	εἷς	mia~|	mia	mia	ei~(j	ei(=j				MIA=|	EI(=S
1	3	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	3	N3	GSM	9538	μηνὸς	μηνος	μηνος	μήν	mhno\j	mhnoj	mhnoj	mh/n	mh/n				MHNO\S	MH/N
1	3	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω	e)la/lhsen	e)lalhsen	elalhsen	lale/w	lale/w				E)LA/LHSEN	LALE/W
1	3	N1M	NSM	9346	Μωϋσῆς	μωϋσης	μωυσης	Μωσεύς	Mwu:sh~j	mwu:shj	mwushj	Mwseu/j	Mwseu/j				*MWUSH=S	*MWUSH=S
1	3	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	3	A3	APM	9987	πάντας	παντας	παντας	πᾶς	pa/ntaj	pantaj	pantaj	pa~j	pa=j				PA/NTAS	PA=S
1	3	N2	APM	9986	υἱοὺς	υἱους	υιους	υἱός	ui(ou\j	ui(ouj	uiouj	ui(o/j	ui(o/j				UI(OU\S	UI(O/S
1	3	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
1	3	P		8	κατὰ	κατα	κατα	κατά	kata\	kata	kata	kata/	kata/				KATA\	KATA/
1	3	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j			,	PA/NTA	PA=S
1	3	A1	APN	18179	ὅσα	ὁσα	οσα	ὅσος	o/(sa	o(sa	osa	o/(soj	o(/soj				O(/SA	O(/SOS
1	3	VAI	AMI3S	637569	ἐνετείλατο	ἐνετειλατο	ενετειλατο	ἐντέλλομαι	e)netei/lato	e)neteilato	eneteilato	e)nte/llomai	e)nte/llomai				E)NETEI/LATO	TE/LLOMAI        E)N
1	3	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	3	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j	au)to/j				AU)TW=|	AU)TO/S
1	3	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	3	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)tou/j	au)touj	autouj	au)to/j	au)to/j			.	AU)TOU/S	AU)TO/S
1	4	P		8	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/	meta/				META\	META/
1	4	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	4	VA	AAN	306049	πατάξαι	παταξαι	παταξαι	πατάσσω	pata/cai	patacai	patacai	pata/ssw	pata/ssw				PATA/CAI	PATA/SSW
1	4	N	ASM	9474	Σηων	σηων	σηων	Σηων	Shwn	shwn	shwn	Shwn	Shwn				*SHWN	*SHWN
1	4	N3V	ASM	9474	βασιλέα	βασιλεα	βασιλεα	βασιλεύς	basile/a	basilea	basilea	basileu/j	basileu/j				BASILE/A	BASILEU/S
1	4	N2	GPM	10050	Αμορραίων	αμορραιων	αμορραιων	Ἀμορραῖος	Amorrai/wn	amorraiwn	amorraiwn	A)morrai~oj	A)morrai=oj				*AMORRAI/WN	*A)MORRAI=OS
