1	1	N3M	NSN	17538	Λῆμμα	λημμα	λημμα	λῆμμα	Lh~mma	lhmma	lhmma	lh~mma	lh=mma				LH=MMA	LH=MMA
1	1	N	DSF	13698	Νινευη	νινευη	νινευη	Νινευΐ	Nineuh	nineuh	nineuh	Nineui/:	Nineui/:			·	*NINEUH	*NINEUH
1	1	N2N	NSN	17538	βιβλίον	βιβλιον	βιβλιον	βιβλίον	bibli/on	biblion	biblion	bibli/on	bibli/on				BIBLI/ON	BIBLI/ON
1	1	N3I	GSF	13634	ὁράσεως	ὁρασεως	ορασεως	ὅρασις	o(ra/sewj	o(rasewj	orasewj	o/(rasij	o(/rasij				O(RA/SEWS	O(/RASIS
1	1	N	GSM	9538	Ναουμ	ναουμ	ναουμ	Ναούμ	Naoum	naoum	naoum	Naou/m	Naou/m				*NAOUM	*NAOUM
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Ελκεσαίου	ελκεσαιου	ελκεσαιου	Ελκεσαίος	Elkesai/ou	elkesaiou	elkesaiou	Elkesai/oj	Elkesai/oj			.	*ELKESAI/OU	*ELKESAI/OS
1	2	N2	NSM	9346	Θεὸς	θεος	θεος	θεός	Qeo\j	qeoj	qeoj	qeo/j	qeo/j				QEO\S	QEO/S
1	2	N1M	NSM	9346	ζηλωτὴς	ζηλωτης	ζηλωτης	ζηλωτής	zhlwth\j	zhlwthj	zhlwthj	zhlwth/j	zhlwth/j				ZHLWTH\S	ZHLWTH/S
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	V2	PAPNSM	4793793	ἐκδικῶν	ἐκδικων	εκδικων	ἐκδικέω	e)kdikw~n	e)kdikwn	ekdikwn	e)kdike/w	e)kdike/w				E)KDIKW=N	DIKE/W           E)K
1	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			,	KU/RIOS	KU/RIOS
1	2	V2	PAPNSM	4793793	ἐκδικῶν	ἐκδικων	εκδικων	ἐκδικέω	e)kdikw~n	e)kdikwn	ekdikwn	e)kdike/w	e)kdike/w				E)KDIKW=N	DIKE/W           E)K
1	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	2	P		8	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/	meta/				META\	META/
1	2	N2	GSM	9538	θυμοῦ	θυμου	θυμου	θυμός	qumou~	qumou	qumou	qumo/j	qumo/j				QUMOU=	QUMO/S
1	2	V2	PAPNSM	4793793	ἐκδικῶν	ἐκδικων	εκδικων	ἐκδικέω	e)kdikw~n	e)kdikwn	ekdikwn	e)kdike/w	e)kdike/w				E)KDIKW=N	DIKE/W           E)K
1	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	2	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
1	2	A1A	APM	9987	ὑπεναντίους	ὑπεναντιους	υπεναντιους	ὑπεναντίος	u(penanti/ouj	u(penantiouj	upenantiouj	u(penanti/oj	u(penanti/oj				U(PENANTI/OUS	U(PENANTI/OS
1	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			,	AU)TOU=	AU)TO/S
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	V1	PAPNSM	4793793	ἐξαίρων	ἐξαιρων	εξαιρων	ἐξαίρω	e)cai/rwn	e)cairwn	ecairwn	e)cai/rw	e)cai/rw				E)CAI/RWN	AI)/RW           E)K
1	2	RD	NSM	11	αὐτὸς	αὐτος	αυτος	αὐτός	au)to\j	au)toj	autoj	au)to/j	au)to/j				AU)TO\S	AU)TO/S
1	2	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
1	2	N2	APM	9986	ἐχθροὺς	ἐχθρους	εχθρους	ἐχθρός	e)xqrou\j	e)xqrouj	exqrouj	e)xqro/j	e)xqro/j				E)XQROU\S	E)XQRO/S
1	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			.	AU)TOU=	AU)TO/S
1	3	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	3	A1B	NSM	9347	μακρόθυμος	μακροθυμος	μακροθυμος	μακρόθυμος	makro/qumoj	makroqumoj	makroqumoj	makro/qumoj	makro/qumoj			,	MAKRO/QUMOS	MAKRO/QUMOS
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	A1	NSF	13443	μεγάλη	μεγαλη	μεγαλη	μέγας	mega/lh	megalh	megalh	me/gaj	me/gaj				MEGA/LH	ME/GAS
1	3	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	3	N3	NSF	13442	ἰσχὺς	ἰσχυς	ισχυς	ἰσχύς	i)sxu\j	i)sxuj	isxuj	i)sxu/j	i)sxu/j				I)SXU\S	I)SXU/S
1	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			,	AU)TOU=	AU)TO/S
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	V4	PAPNSM	4793793	ἀθῳῶν	ἀθωων	αθωων	ἀθῳόω	a)qw|w~n	a)qwwn	aqwwn	a)qw|o/w	a)qw|o/w				A)QW|W=N	A)QW|O/W
1	3	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	3	V4	FAI3S	632961	ἀθῳώσει	ἀθωωσει	αθωωσει	ἀθῳόω	a)qw|w/sei	a)qwwsei	aqwwsei	a)qw|o/w	a)qw|o/w				A)QW|W/SEI	A)QW|O/W
1	3	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			.	KU/RIOS	KU/RIOS
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	N1A	DSF	13698	συντελείᾳ	συντελεια	συντελεια	συντέλεια	suntelei/a|	sunteleia	sunteleia	sunte/leia	sunte/leia				SUNTELEI/A|	SUNTE/LEIA
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	N2	DSM	9602	συσσεισμῷ	συσσεισμω	συσσεισμω	συσσεισμός	susseismw~|	susseismw	susseismw	susseismo/j	susseismo/j				SUSSEISMW=|	SUSSEISMO/S
1	3	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	3	N2	NSF	13442	ὁδὸς	ὁδος	οδος	ὁδός	o(do\j	o(doj	odoj	o(do/j	o(do/j				O(DO\S	O(DO/S
1	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			,	AU)TOU=	AU)TO/S
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	N1	NPF	13954	νεφέλαι	νεφελαι	νεφελαι	νεφέλη	nefe/lai	nefelai	nefelai	nefe/lh	nefe/lh				NEFE/LAI	NEFE/LH
1	3	N2	NSM	9346	κονιορτὸς	κονιορτος	κονιορτος	κονιορτός	koniorto\j	koniortoj	koniortoj	koniorto/j	koniorto/j				KONIORTO\S	KONIORTO/S
1	3	N3D	GPM	10050	ποδῶν	ποδων	ποδων	πούς	podw~n	podwn	podwn	pou/j	pou/j				PODW=N	POU/S
1	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			.	AU)TOU=	AU)TO/S
1	4	V2	PAPNSM	4793793	ἀπειλῶν	ἀπειλων	απειλων	ἀπειλέω	a)peilw~n	a)peilwn	apeilwn	a)peile/w	a)peile/w				A)PEILW=N	EI)LE/W          A)PO
1	4	N1S	DSF	13698	θαλάσσῃ	θαλασση	θαλασση	θάλασσα	qala/ssh|	qalassh	qalassh	qa/lassa	qa/lassa				QALA/SSH|	QA/LASSA
