1	1	N2	NSM	9346	Λόγος	λογος	λογος	λόγος	Lo/goj	logoj	logoj	lo/goj	lo/goj				LO/GOS	LO/GOS
1	1	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj			,	KURI/OU	KU/RIOS
1	1	RR	NSM	14	ὃς	ὁς	ος	ὅς	o\(j	o(j	oj	o/(j	o(/j				O(\S	O(/S
1	1	VCI	API3S	641665	ἐγενήθη	ἐγενηθη	εγενηθη	γίνομαι	e)genh/qh	e)genhqh	egenhqh	gi/nomai	gi/nomai				E)GENH/QH	GI/GNOMAI
1	1	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	1	N	ASM	9474	Ωσηε	ωσηε	ωσηε	Ὡσηέ	Wshe	wshe	wshe	W(she/	W(she/				*WSHE	*WSHE
1	1	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Βεηρι	βεηρι	βεηρι	Βεηρι	Behri	behri	behri	Behri	Behri				*BEHRI	*BEHRI
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	1	N1A	DPF	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/raij	h(meraij	hmeraij	h(me/ra	h(me/ra				H(ME/RAIS	H(ME/RA
1	1	N1T	GSM	9538	Οζιου	οζιου	οζιου	Ὀζίας	Oziou	oziou	oziou	O)zi/aj	O)zi/aj				*OZIOU	*OZIAS
1	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	1	N	GSM	9538	Ιωαθαμ	ιωαθαμ	ιωαθαμ	Ἰωάθαμ	Iwaqam	iwaqam	iwaqam	I)wa/qam	I)wa/qam				*IWAQAM	*IWAQAM
1	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	1	N	GSM	9538	Αχαζ	αχαζ	αχαζ	Ἀχάζ	Axaz	axaz	axaz	A)xa/z	A)xa/z				*AXAZ	*AXAZ
