1	1	N-	----NSF-	13442	Ἀρχὴ	ἀρχη	αρχη	ἀρχή	A)rxh\	a)rxh	arxh	a)rxh/			
1	1	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	1	N-	----GSN-	17730	εὐαγγελίου	εὐαγγελιου	ευαγγελιου	εὐαγγέλιον	eu)aggeli/ou	eu)aggeliou	euaggeliou	eu)agge/lion			
1	1	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			
1	1	N-	----GSM-	9538	χριστοῦ	χριστου	χριστου	Χριστός	xristou~	xristou	xristou	Xristo/j			.
1	2	C-	--------	4	Καθὼς	καθως	καθως	καθώς	Kaqw\j	kaqwj	kaqwj	kaqw/j			
1	2	V-	3XPI-S--	2673793	γέγραπται	γεγραπται	γεγραπται	γράφω	ge/graptai	gegraptai	gegraptai	gra/fw			
1	2	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	2	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	2	N-	----DSM-	9602	Ἠσαΐᾳ	ἠσαϊα	ησαια	Ἠσαΐας	H)sai/:a|	h)sai:a	hsaia	H)sai/:aj			
1	2	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	2	N-	----DSM-	9602	προφήτῃ	προφητη	προφητη	προφήτης	profh/th|	profhth	profhth	profh/thj			·
1	2	X-	--------	5	Ἰδοὺ	ἰδου	ιδου	ἰδού	I)dou\	i)dou	idou	i)dou/			
1	2	V-	1PAI-S--	599169	ἀποστέλλω	ἀποστελλω	αποστελλω	ἀποστέλλω	a)poste/llw	a)postellw	apostellw	a)poste/llw			
1	2	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
1	2	N-	----ASM-	9474	ἄγγελόν	ἀγγελον	αγγελον	ἄγγελος	a/)ggelo/n	a)ggelon	aggelon	a/)ggeloj			
1	2	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			
1	2	P-	--------	7	πρὸ	προ	προ	πρό	pro\	pro	pro	pro/			
1	2	N-	----GSN-	17730	προσώπου	προσωπου	προσωπου	πρόσωπον	prosw/pou	proswpou	proswpou	pro/swpon			
1	2	RP	----GS--	13	σου	σου	σου	σύ	sou	sou	sou	su/			,
1	2	RR	----NSM-	14	ὃς	ὁς	ος	ὅς	o\(j	o(j	oj	o/(j			
1	2	V-	3FAI-S--	632961	κατασκευάσει	κατασκευασει	κατασκευασει	κατασκευάζω	kataskeua/sei	kataskeuasei	kataskeuasei	kataskeua/zw			
1	2	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	2	N-	----ASF-	13570	ὁδόν	ὁδον	οδον	ὁδός	o(do/n	o(don	odon	o(do/j			
1	2	RP	----GS--	13	σου	σου	σου	σύ	sou	sou	sou	su/			·
1	3	N-	----NSF-	13442	φωνὴ	φωνη	φωνη	φωνή	fwnh\	fwnh	fwnh	fwnh/			
1	3	V-	-PAPGSM-	566721	βοῶντος	βοωντος	βοωντος	βοάω	bow~ntoj	bowntoj	bowntoj	boa/w			
1	3	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	3	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	3	A-	----DSF-	13699	ἐρήμῳ	ἐρημω	ερημω	ἔρημος	e)rh/mw|	e)rhmw	erhmw	e/)rhmoj			·
1	3	V-	2AAD-P--	895681	Ἑτοιμάσατε	ἑτοιμασατε	ετοιμασατε	ἑτοιμάζω	E(toima/sate	e(toimasate	etoimasate	e(toima/zw			
1	3	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	3	N-	----ASF-	13570	ὁδὸν	ὁδον	οδον	ὁδός	o(do\n	o(don	odon	o(do/j			
1	3	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			,
1	3	A-	----APF-	14083	εὐθείας	εὐθειας	ευθειας	εὐθύς	eu)qei/aj	eu)qeiaj	euqeiaj	eu)qu/j			
1	3	V-	2PAD-P--	894145	ποιεῖτε	ποιειτε	ποιειτε	ποιέω	poiei~te	poieite	poieite	poie/w			
1	3	RA	----APF-	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(			
1	3	N-	----APF-	14082	τρίβους	τριβους	τριβους	τρίβος	tri/bouj	tribouj	tribouj	tri/boj			
1	3	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			,
1	4	V-	3AMI-S--	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	e)ge/neto	e)geneto	egeneto	gi/nomai			
